"youtube","facebook","log_newspaper","sales","youtube_facebook_interaction"
-1.57642191939804,0.918446505117594,0.781608250427752,8.76,-1.4478592024619
1.51020503547925,-1.41202057298953,0.0662587824616243,14.16,-2.13244057952909
-0.577053644950974,-1.0550415118922,-1.20276706088291,11.64,0.608815550011979
0.0309536269154203,0.830885603339003,-1.38666684897923,20.76,0.0257189229751494
1.59872716701536,-0.85297789240314,-1.32200418109121,18,-1.3636789294484
-0.933471700872654,-0.778887898590486,0.552595235628318,11.64,0.727069811486388
-0.822819036452524,-1.51305238273406,-0.445959737005319,11.28,1.24496830366344
1.70705030165822,0.298784738684486,-2.47056062603706,24.84,0.510040578302224
0.348934441512213,-0.940538794181731,-1.32200418109121,15.36,-0.328186378868373
0.230128422871653,1.26195465824899,-1.87846323095395,23.52,0.290411635238376
